image,label,high_freq_ratio
r_0.png,nerf_lego,0.4267497595500769
r_1.png,nerf_lego,0.42876880043282284
r_10.png,nerf_lego,0.42147212880350804
r_11.png,nerf_lego,0.41699137195237984
r_12.png,nerf_lego,0.4135112567792233
r_13.png,nerf_lego,0.409422585683873
r_14.png,nerf_lego,0.4085638410303867
r_15.png,nerf_lego,0.41424759417598384
r_16.png,nerf_lego,0.4303128897176687
r_17.png,nerf_lego,0.4167828201000123
r_18.png,nerf_lego,0.4305865191803975
r_19.png,nerf_lego,0.4100215280407084
r_2.png,nerf_lego,0.4324352860006293
r_20.png,nerf_lego,0.40746341064316777
r_21.png,nerf_lego,0.4228618984426703
r_22.png,nerf_lego,0.4110421504043148
r_23.png,nerf_lego,0.4154281766240631
r_24.png,nerf_lego,0.40990915255740884
r_25.png,nerf_lego,0.4217072659864752
r_26.png,nerf_lego,0.44510463816651313
r_27.png,nerf_lego,0.4282891679265327
r_28.png,nerf_lego,0.40822087027728193
r_29.png,nerf_lego,0.4176951987881156
r_3.png,nerf_lego,0.42809356533412024
r_30.png,nerf_lego,0.42929271828288496
r_31.png,nerf_lego,0.4131339558340594
r_32.png,nerf_lego,0.42751145011130404
r_33.png,nerf_lego,0.4271945049055074
r_34.png,nerf_lego,0.41132815873374623
r_35.png,nerf_lego,0.42039605475862435
r_36.png,nerf_lego,0.4164878715740369
r_37.png,nerf_lego,0.40670454247771975
r_38.png,nerf_lego,0.40996487865816184
r_39.png,nerf_lego,0.4237564022905142
r_4.png,nerf_lego,0.42536074190453843
r_40.png,nerf_lego,0.41015720052457305
r_41.png,nerf_lego,0.4534719117667897
r_42.png,nerf_lego,0.407647893929118
r_43.png,nerf_lego,0.4238072979171883
r_44.png,nerf_lego,0.4233935315008258
r_45.png,nerf_lego,0.42179013263473164
r_46.png,nerf_lego,0.40886519363879786
r_47.png,nerf_lego,0.4281130407786585
r_48.png,nerf_lego,0.42973801847047854
r_49.png,nerf_lego,0.42620588496957257
r_5.png,nerf_lego,0.42316848492643794
r_6.png,nerf_lego,0.42117488865866265
r_7.png,nerf_lego,0.4242138890273177
r_8.png,nerf_lego,0.42636332414013506
r_9.png,nerf_lego,0.42423809583052485
r_0.png,nerf_chair,0.43184364019278615
r_1.png,nerf_chair,0.4306412338224028
r_10.png,nerf_chair,0.4364670769276931
r_11.png,nerf_chair,0.4397005337806667
r_12.png,nerf_chair,0.4417659880820172
r_13.png,nerf_chair,0.44062837294688684
r_14.png,nerf_chair,0.4412337409403726
r_15.png,nerf_chair,0.4466664929212625
r_16.png,nerf_chair,0.45151959131850006
r_17.png,nerf_chair,0.4531813180491335
r_18.png,nerf_chair,0.45509105232706537
r_19.png,nerf_chair,0.45714294157991897
r_2.png,nerf_chair,0.4301407014077489
r_20.png,nerf_chair,0.42306805457718694
r_21.png,nerf_chair,0.4279641682039747
r_22.png,nerf_chair,0.4766551973364061
r_23.png,nerf_chair,0.4246109396552234
r_24.png,nerf_chair,0.4783448722977759
r_25.png,nerf_chair,0.47264996554130767
r_26.png,nerf_chair,0.4750159849674883
r_27.png,nerf_chair,0.42811342235923255
r_28.png,nerf_chair,0.4616102501678883
r_29.png,nerf_chair,0.42465230643827734
r_3.png,nerf_chair,0.4342205036022965
r_30.png,nerf_chair,0.4295319848400116
r_31.png,nerf_chair,0.4725523728755734
r_32.png,nerf_chair,0.4620925601170794
r_33.png,nerf_chair,0.4229777387963737
r_34.png,nerf_chair,0.42553718969679255
r_35.png,nerf_chair,0.47645504823134943
r_36.png,nerf_chair,0.42162024973232126
r_37.png,nerf_chair,0.43722017874879615
r_38.png,nerf_chair,0.427075999874688
r_39.png,nerf_chair,0.4231597298490927
r_4.png,nerf_chair,0.4317288298826779
r_40.png,nerf_chair,0.4683568453077982
r_41.png,nerf_chair,0.4671566612868167
r_42.png,nerf_chair,0.4298907731544222
r_43.png,nerf_chair,0.4215755961564456
r_44.png,nerf_chair,0.46034405364216263
r_45.png,nerf_chair,0.4624505131526915
r_46.png,nerf_chair,0.42630440477415465
r_47.png,nerf_chair,0.4376976233590323
r_48.png,nerf_chair,0.43843671558006775
r_49.png,nerf_chair,0.4513012848565299
r_5.png,nerf_chair,0.4313126263306252
r_6.png,nerf_chair,0.4310085250033584
r_7.png,nerf_chair,0.4319451936009387
r_8.png,nerf_chair,0.43604201120821834
r_9.png,nerf_chair,0.4359189338649951
r_0.png,nerf_drums,0.4521959515990194
r_1.png,nerf_drums,0.4533039332172718
r_10.png,nerf_drums,0.44811012323129773
r_11.png,nerf_drums,0.44791845373385775
r_12.png,nerf_drums,0.4483461511599297
r_13.png,nerf_drums,0.4458675791897784
r_14.png,nerf_drums,0.4464344445329565
r_15.png,nerf_drums,0.4487818519792977
r_16.png,nerf_drums,0.4389687424135435
r_17.png,nerf_drums,0.46132220086981834
r_18.png,nerf_drums,0.44767461680763454
r_19.png,nerf_drums,0.4551899184319928
r_2.png,nerf_drums,0.45196058820080515
r_20.png,nerf_drums,0.4709362824882986
r_21.png,nerf_drums,0.45084056250258947
r_22.png,nerf_drums,0.46109389988027427
r_23.png,nerf_drums,0.46087658306866486
r_24.png,nerf_drums,0.42814590084865844
r_25.png,nerf_drums,0.4615785459039593
r_26.png,nerf_drums,0.48780631027009635
r_27.png,nerf_drums,0.4452396881358346
r_28.png,nerf_drums,0.4475344194933977
r_29.png,nerf_drums,0.4172471932646462
r_3.png,nerf_drums,0.4515404907239478
r_30.png,nerf_drums,0.444347959591602
r_31.png,nerf_drums,0.47195668417355785
r_32.png,nerf_drums,0.46108651428761294
r_33.png,nerf_drums,0.450024543836074
r_34.png,nerf_drums,0.44232285771016844
r_35.png,nerf_drums,0.42991125938897323
r_36.png,nerf_drums,0.43908609931885234
r_37.png,nerf_drums,0.44920775835815413
r_38.png,nerf_drums,0.4338405593581186
r_39.png,nerf_drums,0.4322273621744573
r_4.png,nerf_drums,0.45067388844846223
r_40.png,nerf_drums,0.45102875023507993
r_41.png,nerf_drums,0.45925697296388507
r_42.png,nerf_drums,0.4604377987174614
r_43.png,nerf_drums,0.4609308104611783
r_44.png,nerf_drums,0.4655336368542339
r_45.png,nerf_drums,0.46610738595632084
r_46.png,nerf_drums,0.4160863316261185
r_47.png,nerf_drums,0.45984707007865705
r_48.png,nerf_drums,0.45023237787747256
r_49.png,nerf_drums,0.46311592199029233
r_5.png,nerf_drums,0.45075912257918344
r_6.png,nerf_drums,0.4470877030186257
r_7.png,nerf_drums,0.4470562818825159
r_8.png,nerf_drums,0.4457206149076657
r_9.png,nerf_drums,0.4477310682274337
69807.png,real_ffhq,0.4088067060417482
